# depth maps
# file: 'rgbd_dataset_freiburg1_desk2.bag'
# timestamp filename
1305031526.688356 depth/1305031526.688356.png
1305031526.721587 depth/1305031526.721587.png
1305031526.755957 depth/1305031526.755957.png
1305031526.788681 depth/1305031526.788681.png
1305031526.822643 depth/1305031526.822643.png
1305031526.856844 depth/1305031526.856844.png
1305031526.888465 depth/1305031526.888465.png
1305031526.920578 depth/1305031526.920578.png
1305031526.955033 depth/1305031526.955033.png
1305031526.987606 depth/1305031526.987606.png
1305031527.020791 depth/1305031527.020791.png
1305031527.055070 depth/1305031527.055070.png
1305031527.086965 depth/1305031527.086965.png
1305031527.119854 depth/1305031527.119854.png
1305031527.155465 depth/1305031527.155465.png
1305031527.186447 depth/1305031527.186447.png
1305031527.222219 depth/1305031527.222219.png
1305031527.256275 depth/1305031527.256275.png
1305031527.287060 depth/1305031527.287060.png
1305031527.323213 depth/1305031527.323213.png
1305031527.355197 depth/1305031527.355197.png
1305031527.388471 depth/1305031527.388471.png
1305031527.422926 depth/1305031527.422926.png
1305031527.455773 depth/1305031527.455773.png
1305031527.486055 depth/1305031527.486055.png
1305031527.522397 depth/1305031527.522397.png
1305031527.554573 depth/1305031527.554573.png
1305031527.586987 depth/1305031527.586987.png
1305031527.622793 depth/1305031527.622793.png
1305031527.656028 depth/1305031527.656028.png
1305031527.688563 depth/1305031527.688563.png
1305031527.721751 depth/1305031527.721751.png
1305031527.756472 depth/1305031527.756472.png
1305031527.789333 depth/1305031527.789333.png
1305031527.825562 depth/1305031527.825562.png
1305031527.857855 depth/1305031527.857855.png
1305031527.887866 depth/1305031527.887866.png
1305031527.922214 depth/1305031527.922214.png
1305031527.954490 depth/1305031527.954490.png
1305031527.987977 depth/1305031527.987977.png
1305031528.025614 depth/1305031528.025614.png
1305031528.056126 depth/1305031528.056126.png
1305031528.085297 depth/1305031528.085297.png
1305031528.124333 depth/1305031528.124333.png
1305031528.151873 depth/1305031528.151873.png
1305031528.186872 depth/1305031528.186872.png
1305031528.220887 depth/1305031528.220887.png
1305031528.251953 depth/1305031528.251953.png
1305031528.284263 depth/1305031528.284263.png
1305031528.321639 depth/1305031528.321639.png
1305031528.355032 depth/1305031528.355032.png
1305031528.384839 depth/1305031528.384839.png
1305031528.424006 depth/1305031528.424006.png
1305031528.453962 depth/1305031528.453962.png
1305031528.490720 depth/1305031528.490720.png
1305031528.524649 depth/1305031528.524649.png
1305031528.557069 depth/1305031528.557069.png
1305031528.592924 depth/1305031528.592924.png
1305031528.623407 depth/1305031528.623407.png
1305031528.654033 depth/1305031528.654033.png
1305031528.692143 depth/1305031528.692143.png
1305031528.725000 depth/1305031528.725000.png
1305031528.756620 depth/1305031528.756620.png
1305031528.792160 depth/1305031528.792160.png
1305031528.824057 depth/1305031528.824057.png
1305031528.856114 depth/1305031528.856114.png
1305031528.892684 depth/1305031528.892684.png
1305031528.924061 depth/1305031528.924061.png
1305031528.956027 depth/1305031528.956027.png
1305031528.991870 depth/1305031528.991870.png
1305031529.024164 depth/1305031529.024164.png
1305031529.057246 depth/1305031529.057246.png
1305031529.092696 depth/1305031529.092696.png
1305031529.124051 depth/1305031529.124051.png
1305031529.156187 depth/1305031529.156187.png
1305031529.192085 depth/1305031529.192085.png
1305031529.224200 depth/1305031529.224200.png
1305031529.256728 depth/1305031529.256728.png
1305031529.291235 depth/1305031529.291235.png
1305031529.323356 depth/1305031529.323356.png
1305031529.355813 depth/1305031529.355813.png
1305031529.388855 depth/1305031529.388855.png
1305031529.423010 depth/1305031529.423010.png
1305031529.457448 depth/1305031529.457448.png
1305031529.491343 depth/1305031529.491343.png
1305031529.522171 depth/1305031529.522171.png
1305031529.556350 depth/1305031529.556350.png
1305031529.593324 depth/1305031529.593324.png
1305031529.623772 depth/1305031529.623772.png
1305031529.657753 depth/1305031529.657753.png
1305031529.692840 depth/1305031529.692840.png
1305031529.725566 depth/1305031529.725566.png
1305031529.759598 depth/1305031529.759598.png
1305031529.792805 depth/1305031529.792805.png
1305031529.825293 depth/1305031529.825293.png
1305031529.859548 depth/1305031529.859548.png
1305031529.891119 depth/1305031529.891119.png
1305031529.925850 depth/1305031529.925850.png
1305031529.960102 depth/1305031529.960102.png
1305031529.992331 depth/1305031529.992331.png
1305031530.024225 depth/1305031530.024225.png
1305031530.059982 depth/1305031530.059982.png
1305031530.091203 depth/1305031530.091203.png
1305031530.125990 depth/1305031530.125990.png
1305031530.159636 depth/1305031530.159636.png
1305031530.191494 depth/1305031530.191494.png
1305031530.224007 depth/1305031530.224007.png
1305031530.259074 depth/1305031530.259074.png
1305031530.292738 depth/1305031530.292738.png
1305031530.324398 depth/1305031530.324398.png
1305031530.355958 depth/1305031530.355958.png
1305031530.391987 depth/1305031530.391987.png
1305031530.423101 depth/1305031530.423101.png
1305031530.458850 depth/1305031530.458850.png
1305031530.492200 depth/1305031530.492200.png
1305031530.524323 depth/1305031530.524323.png
1305031530.558716 depth/1305031530.558716.png
1305031530.591301 depth/1305031530.591301.png
1305031530.623002 depth/1305031530.623002.png
1305031530.656445 depth/1305031530.656445.png
1305031530.691015 depth/1305031530.691015.png
1305031530.723869 depth/1305031530.723869.png
1305031530.758503 depth/1305031530.758503.png
1305031530.790818 depth/1305031530.790818.png
1305031530.822584 depth/1305031530.822584.png
1305031530.858371 depth/1305031530.858371.png
1305031530.890688 depth/1305031530.890688.png
1305031530.923878 depth/1305031530.923878.png
1305031530.959175 depth/1305031530.959175.png
1305031530.988081 depth/1305031530.988081.png
1305031531.027310 depth/1305031531.027310.png
1305031531.058516 depth/1305031531.058516.png
1305031531.091208 depth/1305031531.091208.png
1305031531.126140 depth/1305031531.126140.png
1305031531.159520 depth/1305031531.159520.png
1305031531.190137 depth/1305031531.190137.png
1305031531.228127 depth/1305031531.228127.png
1305031531.259840 depth/1305031531.259840.png
1305031531.290185 depth/1305031531.290185.png
1305031531.327763 depth/1305031531.327763.png
1305031531.358509 depth/1305031531.358509.png
1305031531.389868 depth/1305031531.389868.png
1305031531.427177 depth/1305031531.427177.png
1305031531.459698 depth/1305031531.459698.png
1305031531.492107 depth/1305031531.492107.png
1305031531.527542 depth/1305031531.527542.png
1305031531.560506 depth/1305031531.560506.png
1305031531.592018 depth/1305031531.592018.png
1305031531.628037 depth/1305031531.628037.png
1305031531.659769 depth/1305031531.659769.png
1305031531.693140 depth/1305031531.693140.png
1305031531.727762 depth/1305031531.727762.png
1305031531.755881 depth/1305031531.755881.png
1305031531.790528 depth/1305031531.790528.png
1305031531.826931 depth/1305031531.826931.png
1305031531.858402 depth/1305031531.858402.png
1305031531.893291 depth/1305031531.893291.png
1305031531.925080 depth/1305031531.925080.png
1305031531.959262 depth/1305031531.959262.png
1305031531.990634 depth/1305031531.990634.png
1305031532.027524 depth/1305031532.027524.png
1305031532.059872 depth/1305031532.059872.png
1305031532.092096 depth/1305031532.092096.png
1305031532.126073 depth/1305031532.126073.png
1305031532.159926 depth/1305031532.159926.png
1305031532.195623 depth/1305031532.195623.png
1305031532.227800 depth/1305031532.227800.png
1305031532.260079 depth/1305031532.260079.png
1305031532.295824 depth/1305031532.295824.png
1305031532.327833 depth/1305031532.327833.png
1305031532.356687 depth/1305031532.356687.png
1305031532.396584 depth/1305031532.396584.png
1305031532.424572 depth/1305031532.424572.png
1305031532.461447 depth/1305031532.461447.png
1305031532.494758 depth/1305031532.494758.png
1305031532.523363 depth/1305031532.523363.png
1305031532.558750 depth/1305031532.558750.png
1305031532.594713 depth/1305031532.594713.png
1305031532.626577 depth/1305031532.626577.png
